"Pushpanjali Medical Centre, Pushpanjali Enclave, Vikas Marg Ext.",Private,Dedicated Covid Hospital
PSRI,Private,Dedicated Covid Hospital
Primus Super Specialty Hospital,Private,Dedicated Covid Hospital
"PGH Hospital, Vikas Nagar",Private,Dedicated Covid Hospital
Park Hospital,Private,Dedicated Covid Hospital
"Panchsheel Hospital, Yamuna Vihar",Private,Dedicated Covid Hospital
NKS Hospital,Private,Dedicated Covid Hospital
Navjeevan Hospital,Private,Dedicated Covid Hospital
National Heart Institute,Private,Dedicated Covid Hospital
Mool Chand Khairati Ram Hospital,Private,Dedicated Covid Hospital
MGS Hospital,Private,Dedicated Covid Hospital
"Medeor, Qutub Institutional Area",Private,Dedicated Covid Hospital
Max Shalimar Bagh,Private,Dedicated Covid Hospital
Max Saket,Private,Dedicated Covid Hospital
Max Patparganj,Private,Dedicated Covid Hospital
"Mata Roop Rani Maggo Hospital, Uttam Nagar",Private,Dedicated Covid Hospital
Mata Chanan Devi Hospital,Private,Dedicated Covid Hospital
Malik Radix Hospital,Private,Dedicated Covid Hospital
Maharaja Agrasen Punjabi Bagh,Private,Dedicated Covid Hospital
"Maharaja Agrasen Hospital, Dwarka",Private,Dedicated Covid Hospital
Maha Durga Charitable Trust (MDCT),Private,Dedicated Covid Hospital
Madhukar Rainbow Children Hospital,Private,Dedicated Covid Hospital
"Lalita Hospital, Begumpur",Private,Dedicated Covid Hospital
Kukreja Hospital & Heart Centre,Private,Dedicated Covid Hospital
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",Private,Dedicated Covid Hospital
Khandelwal,Private,Dedicated Covid Hospital
"Kapil Multispecialty Hospital, Nathupura",Private,Dedicated Covid Hospital
"Kalra Hospital, Kirti Nagar",Private,Dedicated Covid Hospital
"Jeewan Moti Khera Hospital, Nangloi",Private,Dedicated Covid Hospital
"Jeewan Mala Hospital, Rohtak Road",Private,Dedicated Covid Hospital
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",Private,Dedicated Covid Hospital
Jaipur Golden,Private,Dedicated Covid Hospital
"Jain Hospital, Vikas Marg Extn.",Private,Dedicated Covid Hospital
"Ishan Hospital, Rohini",Private,Dedicated Covid Hospital
Indraprastha Apollo,Private,Dedicated Covid Hospital
Indian Spinal Injuries Centre,Private,Dedicated Covid Hospital
"IBS Hospital, Lajpat Nagar",Private,Dedicated Covid Hospital
Human Care Medical Charitable Trust (HCMCT) Hospital,Private,Dedicated Covid Hospital
Holy Family Hospital,Private,Dedicated Covid Hospital
Hakeem Abdul Hameed Centenary Hospital (HAHC),Private,Dedicated Covid Hospital
"Gupta Multispecialty Hospital, Vivek Vihar",Private,Dedicated Covid Hospital
"Goyal Hospital, Paschim Vihar",Private,Dedicated Covid Hospital
Goyal Hospital and Urology Centre,Private,Dedicated Covid Hospital
"Garg Hospital, Karkardooma",Private,Dedicated Covid Hospital
"Gandhi Nursing Home, Uttam Nagar",Private,Dedicated Covid Hospital
Fortis Vasant Kunj,Private,Dedicated Covid Hospital
Fortis Shalimar Bagh,Private,Dedicated Covid Hospital
Fortis Escorts Heart Institute,Private,Dedicated Covid Hospital
"East Delhi Medical Centre, Mansarovar Park",Private,Dedicated Covid Hospital
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",Private,Dedicated Covid Hospital
"Dharamvir Solanki Hospital, Rohini",Private,Dedicated Covid Hospital
Dharamshila Narayana Hospital,Private,Dedicated Covid Hospital
Delhi Heart and Lung Institute,Private,Dedicated Covid Hospital
Cygnus Sonia,Private,Dedicated Covid Hospital
Cygnus Orthocare,Private,Dedicated Covid Hospital
Cygnus MLS,Private,Dedicated Covid Hospital
"Chayan Hospital, Najafgarh",Private,Dedicated Covid Hospital
"CD Global Hospital, Najafgarh Road",Private,Dedicated Covid Hospital
Brahm Shakti Hospital,Private,Dedicated Covid Hospital
BL Kapoor,Private,Dedicated Covid Hospital
"Bhatia Global Hospital, Paschim Vihar",Private,Dedicated Covid Hospital
Bhagwati Hospital,Private,Dedicated Covid Hospital
Bhagwan Mahavir Hospital,Private,Dedicated Covid Hospital
Bhagat Chandra Hospital,Private,Dedicated Covid Hospital
"Bensups Hospital, Dwarka",Private,Dedicated Covid Hospital
