Mumbai Metro Dahisar Jumbo Facility – T (Phase II),Govt Hospitals,MUMBAI
APEX SUPER,Private,MUMBAI
SPECIALITY,Hospitals,
GALAXY,Private Hospitals,MUMBAI
MULTISPECIALTY HOSPITAL,,
MMRDA BKC Jumbo Facility – HE (Phase II),Govt Hospitals,MUMBAI
P. D. Hinduja,Private,MUMBAI
,Hospitals,
Kasturba Hospital,Govt,MUMBAI
Mumbai,Hospitals,
CIDCO Mulund,Govt Hospitals,MUMBAI
Jumbo Facility – T (Phase II),,
MCGM SEVEN HILLS,Govt,MUMBAI
,Hospitals,
SANJEEVANI,Private,MUMBAI
HOSPITAL,Hospitals,
Fortis hospital,Private,MUMBAI
mumbai,Hospitals,
G.T. Hospital,Govt,MUMBAI
,Hospitals,
NAVNEET HI-TECH,Private,MUMBAI
HOSPITAL,Hospitals,
Hinduhridaysamrat Balasaheb Thackeray Trauma Hospital Jogeshwari W,Govt Hospitals,MUMBAI
SUSHRUSHA,Private,MUMBAI
HOSPITAL Vikhroli,Hospitals,
APEX HOSPITAL –,Private,MUMBAI
MULUND,Hospitals,
K. J. Somaiya,Private,MUMBAI
,Hospitals,
Saint George,Govt,MUMBAI
"Hospital, Mumbai",Hospitals,
GURUNANAK,Private,MUMBAI
HOSPITAL,Hospitals,
SEWREE T.B.,Govt,MUMBAI
HOSPITAL,Hospitals,
SRV HOSPITAL,Private,MUMBAI
,Hospitals,
LIFELINE MEDICARE – GOREGAON,Private Hospitals,MUMBAI
Dr.L.H.Hiranandani,Private,MUMBAI
Hospital,Hospitals,
